APMC,Commodity,identifier,date,modal_price,quarter,deseasonalise_price
Rahata,ladies finger,Rahata_ladies finger,2016-03-01,2143.0,1,2248.1666666666665
Rahata,ladies finger,Rahata_ladies finger,2016-04-01,2564.0,2,2446.5416666666665
Rahata,ladies finger,Rahata_ladies finger,2016-05-01,2469.0,2,2351.5416666666665
Rahata,ladies finger,Rahata_ladies finger,2016-06-01,3648.5,2,3531.0416666666665
Rahata,ladies finger,Rahata_ladies finger,2016-07-01,2525.0,3,2778.7083333333335
Rahata,ladies finger,Rahata_ladies finger,2016-08-01,1662.0,3,1915.7083333333333
Rahata,ladies finger,Rahata_ladies finger,2016-09-01,756.0,3,1009.7083333333334
Rahata,ladies finger,Rahata_ladies finger,2016-10-01,1000.0,4,780.9375
Rahata,ladies finger,Rahata_ladies finger,2016-11-01,2600.0,4,2380.9375
Dhule,matki,Dhule_matki,2014-09-01,5676.0,3,5869.4
Dhule,matki,Dhule_matki,2014-10-01,4301.0,4,4154.9375
Dhule,matki,Dhule_matki,2014-11-01,5781.0,4,5634.9375
Dhule,matki,Dhule_matki,2014-12-01,6168.0,4,6021.9375
Dhule,matki,Dhule_matki,2015-01-01,6932.0,1,7042.25
Dhule,matki,Dhule_matki,2015-02-01,7198.0,1,7308.25
Dhule,matki,Dhule_matki,2015-03-01,6587.0,1,6697.25
Dhule,matki,Dhule_matki,2015-04-01,5890.0,2,5829.25
Dhule,matki,Dhule_matki,2015-05-01,6763.0,2,6702.25
Dhule,matki,Dhule_matki,2015-06-01,7548.0,2,7487.25
Dhule,matki,Dhule_matki,2015-07-01,6082.0,3,6275.4
Dhule,matki,Dhule_matki,2015-08-01,5855.0,3,6048.4
Dhule,matki,Dhule_matki,2015-09-01,5864.0,3,6057.4
Dhule,matki,Dhule_matki,2015-10-01,6108.0,4,5961.9375
Dhule,matki,Dhule_matki,2015-11-01,6811.0,4,6664.9375
Dhule,matki,Dhule_matki,2015-12-01,7392.0,4,7245.9375
Dhule,matki,Dhule_matki,2016-01-01,6972.0,1,7082.25
Dhule,matki,Dhule_matki,2016-02-01,7203.0,1,7313.25
Dhule,matki,Dhule_matki,2016-03-01,5650.0,1,5760.25
Dhule,matki,Dhule_matki,2016-06-01,5175.0,2,5114.25
Dhule,matki,Dhule_matki,2016-07-01,5300.0,3,5493.4
Dhule,matki,Dhule_matki,2016-09-01,4925.0,3,5118.4
Dhule,matki,Dhule_matki,2016-10-01,4820.0,4,4673.9375
Dhule,matki,Dhule_matki,2016-11-01,5242.0,4,5095.9375
Dhule,chillies(red),Dhule_chillies(red),2014-10-01,3950.0,4,4015.8711789628055
Dhule,chillies(red),Dhule_chillies(red),2014-11-01,4300.0,4,4371.707865706345
Dhule,chillies(red),Dhule_chillies(red),2014-12-01,6107.0,4,6208.841845550849
Dhule,chillies(red),Dhule_chillies(red),2015-01-01,2986.0,1,3019.2487911614
Dhule,chillies(red),Dhule_chillies(red),2015-02-01,4019.0,1,4063.7511358599013
Dhule,chillies(red),Dhule_chillies(red),2015-03-01,4911.0,1,4965.683460614077
Dhule,chillies(red),Dhule_chillies(red),2015-04-01,6088.0,2,5936.188454851929
Dhule,chillies(red),Dhule_chillies(red),2015-05-01,6316.0,2,6158.503002766883
Dhule,chillies(red),Dhule_chillies(red),2015-06-01,4722.0,2,4604.251294975494
Dhule,chillies(red),Dhule_chillies(red),2015-07-01,6101.0,3,5808.055940664649
Dhule,chillies(red),Dhule_chillies(red),2015-08-01,5875.0,3,5592.907499000953
Dhule,chillies(red),Dhule_chillies(red),2015-09-01,6400.0,3,6092.69923295423
Dhule,chillies(red),Dhule_chillies(red),2015-10-01,9050.0,4,9200.920042940099
Dhule,chillies(red),Dhule_chillies(red),2015-11-01,9700.0,4,9861.759604035244
Dhule,chillies(red),Dhule_chillies(red),2015-12-01,8280.0,4,8418.079332104311
Dhule,chillies(red),Dhule_chillies(red),2016-01-01,5687.0,1,5750.324137754481
Dhule,chillies(red),Dhule_chillies(red),2016-02-01,7646.0,1,7731.137393576712
Dhule,chillies(red),Dhule_chillies(red),2016-03-01,8771.0,1,8868.664148451653
Dhule,chillies(red),Dhule_chillies(red),2016-04-01,12333.0,2,12025.461927347049
Dhule,chillies(red),Dhule_chillies(red),2016-05-01,10150.0,2,9896.897637442029
Dhule,chillies(red),Dhule_chillies(red),2016-06-01,12425.0,2,12115.167797558346
Dhule,chillies(red),Dhule_chillies(red),2016-10-01,7050.0,4,7167.567547262728
Dhule,chillies(red),Dhule_chillies(red),2016-11-01,4878.0,4,4959.346736957104
Jalgaon Jamod,wheat(husked),Jalgaon Jamod_wheat(husked),2014-09-01,1414.0,3,1397.5691064914326
Jalgaon Jamod,wheat(husked),Jalgaon Jamod_wheat(husked),2014-10-01,1343.0,4,1346.882514867373
Jalgaon Jamod,wheat(husked),Jalgaon Jamod_wheat(husked),2014-11-01,1367.0,4,1370.9518971136997
Jalgaon Jamod,wheat(husked),Jalgaon Jamod_wheat(husked),2014-12-01,1386.0,4,1390.006824725375
Jalgaon Jamod,wheat(husked),Jalgaon Jamod_wheat(husked),2015-01-01,1400.0,1,1392.3958199757606
Jalgaon Jamod,wheat(husked),Jalgaon Jamod_wheat(husked),2015-02-01,1400.0,1,1392.3958199757606
Jalgaon Jamod,wheat(husked),Jalgaon Jamod_wheat(husked),2015-03-01,1325.0,1,1317.8031867627733
Jalgaon Jamod,wheat(husked),Jalgaon Jamod_wheat(husked),2015-04-01,1300.0,2,1306.5053409233913
Jalgaon Jamod,wheat(husked),Jalgaon Jamod_wheat(husked),2015-05-01,1300.0,2,1306.5053409233913
Jalgaon Jamod,wheat(husked),Jalgaon Jamod_wheat(husked),2015-06-01,1286.0,2,1292.4352834057547
Jalgaon Jamod,wheat(husked),Jalgaon Jamod_wheat(husked),2015-07-01,1291.0,3,1275.99838506396
Jalgaon Jamod,wheat(husked),Jalgaon Jamod_wheat(husked),2015-08-01,1338.0,3,1322.4522379671407
Jalgaon Jamod,wheat(husked),Jalgaon Jamod_wheat(husked),2015-09-01,1380.0,3,1363.964191625302
Jalgaon Jamod,wheat(husked),Jalgaon Jamod_wheat(husked),2015-10-01,1350.0,4,1353.902751355885
Jalgaon Jamod,wheat(husked),Jalgaon Jamod_wheat(husked),2015-11-01,1413.0,4,1417.084879752493
Jalgaon Jamod,wheat(husked),Jalgaon Jamod_wheat(husked),2015-12-01,1360.0,4,1363.9316606251878
Jalgaon Jamod,wheat(husked),Jalgaon Jamod_wheat(husked),2016-01-01,1467.0,1,1459.0319056460291
Jalgaon Jamod,wheat(husked),Jalgaon Jamod_wheat(husked),2016-02-01,1500.0,1,1491.8526642597435
Jalgaon Jamod,wheat(husked),Jalgaon Jamod_wheat(husked),2016-03-01,1519.0,1,1510.7494646737002
Washim,sorgum(jawar),Washim_sorgum(jawar),2014-09-01,1213.0,3,1196.3840804734941
Washim,sorgum(jawar),Washim_sorgum(jawar),2014-10-01,1210.0,4,1216.2691377344286
Washim,sorgum(jawar),Washim_sorgum(jawar),2014-11-01,1540.0,4,1547.9789025710909
Washim,sorgum(jawar),Washim_sorgum(jawar),2014-12-01,1540.0,4,1547.9789025710909
Washim,sorgum(jawar),Washim_sorgum(jawar),2015-01-01,1407.0,1,1441.6577855095054
Washim,sorgum(jawar),Washim_sorgum(jawar),2015-02-01,1644.0,1,1684.49566409213
Washim,sorgum(jawar),Washim_sorgum(jawar),2015-03-01,1242.0,1,1272.5934396608427
Washim,sorgum(jawar),Washim_sorgum(jawar),2015-04-01,1349.0,2,1333.267970642743
Washim,sorgum(jawar),Washim_sorgum(jawar),2015-05-01,1155.0,2,1141.530397399828
Washim,sorgum(jawar),Washim_sorgum(jawar),2015-06-01,1270.0,2,1255.1892681366076
Washim,sorgum(jawar),Washim_sorgum(jawar),2015-07-01,1784.0,3,1759.562406895889
Washim,sorgum(jawar),Washim_sorgum(jawar),2015-08-01,1236.0,3,1219.0690218180039
Washim,sorgum(jawar),Washim_sorgum(jawar),2015-09-01,1261.0,3,1243.7265667576883
Washim,sorgum(jawar),Washim_sorgum(jawar),2015-10-01,1162.0,4,1168.0204446672776
Washim,sorgum(jawar),Washim_sorgum(jawar),2015-11-01,1541.0,4,1548.9840836766564
Washim,sorgum(jawar),Washim_sorgum(jawar),2015-12-01,1312.0,4,1318.7976105021241
Washim,sorgum(jawar),Washim_sorgum(jawar),2016-01-01,1344.0,1,1377.1059443672887
Washim,sorgum(jawar),Washim_sorgum(jawar),2016-02-01,1183.0,1,1212.1401281149572
Washim,sorgum(jawar),Washim_sorgum(jawar),2016-03-01,1217.0,1,1246.9776296837726
Washim,sorgum(jawar),Washim_sorgum(jawar),2016-04-01,1277.0,2,1262.1076341814548
Washim,sorgum(jawar),Washim_sorgum(jawar),2016-05-01,1273.0,2,1258.1542821558278
Washim,sorgum(jawar),Washim_sorgum(jawar),2016-06-01,1371.0,2,1355.011406783692
Washim,sorgum(jawar),Washim_sorgum(jawar),2016-07-01,1427.0,3,1407.4526651571937
Washim,sorgum(jawar),Washim_sorgum(jawar),2016-08-01,1472.0,3,1451.836246048626
Washim,sorgum(jawar),Washim_sorgum(jawar),2016-09-01,1630.0,3,1607.6719300674322
Washim,sorgum(jawar),Washim_sorgum(jawar),2016-10-01,1423.0,4,1430.3727132199106
Washim,sorgum(jawar),Washim_sorgum(jawar),2016-11-01,1138.0,4,1143.8960981337023
Shrirampur,lemon,Shrirampur_lemon,2014-09-01,1904.0,3,2169.6666666666665
Shrirampur,lemon,Shrirampur_lemon,2014-10-01,3476.0,4,3451.0
Shrirampur,lemon,Shrirampur_lemon,2014-11-01,3125.0,4,3100.0
Shrirampur,lemon,Shrirampur_lemon,2014-12-01,1948.0,4,1923.0
Shrirampur,lemon,Shrirampur_lemon,2015-01-01,1494.0,1,1466.0
Shrirampur,lemon,Shrirampur_lemon,2015-02-01,1912.0,1,1884.0
Shrirampur,lemon,Shrirampur_lemon,2015-03-01,2250.0,1,2222.0
Shrirampur,lemon,Shrirampur_lemon,2015-04-01,3348.0,2,3154.9166666666665
Shrirampur,lemon,Shrirampur_lemon,2015-05-01,3870.0,2,3676.9166666666665
Shrirampur,lemon,Shrirampur_lemon,2015-06-01,2937.0,2,2743.9166666666665
Shrirampur,lemon,Shrirampur_lemon,2015-07-01,1680.0,3,1945.6666666666667
Shrirampur,lemon,Shrirampur_lemon,2015-08-01,1702.0,3,1967.6666666666667
Shrirampur,lemon,Shrirampur_lemon,2015-09-01,1395.0,3,1660.6666666666667
Shrirampur,lemon,Shrirampur_lemon,2015-10-01,2000.0,4,1975.0
Shrirampur,lemon,Shrirampur_lemon,2015-11-01,1988.0,4,1963.0
Shrirampur,lemon,Shrirampur_lemon,2015-12-01,1982.0,4,1957.0
Shrirampur,lemon,Shrirampur_lemon,2016-01-01,2069.0,1,2041.0
Shrirampur,lemon,Shrirampur_lemon,2016-02-01,2000.0,1,1972.0
Shrirampur,lemon,Shrirampur_lemon,2016-03-01,2016.0,1,1988.0
Shrirampur,lemon,Shrirampur_lemon,2016-04-01,3250.0,2,3056.9166666666665
Shrirampur,lemon,Shrirampur_lemon,2016-05-01,3707.0,2,3513.9166666666665
Shrirampur,lemon,Shrirampur_lemon,2016-06-01,3646.0,2,3452.9166666666665
Shrirampur,lemon,Shrirampur_lemon,2016-07-01,3737.0,3,4002.6666666666665
Shrirampur,lemon,Shrirampur_lemon,2016-08-01,2385.0,3,2650.6666666666665
Shrirampur,lemon,Shrirampur_lemon,2016-09-01,2000.0,3,2265.6666666666665
Shrirampur,lemon,Shrirampur_lemon,2016-10-01,1963.0,4,1938.0
Shrirampur,lemon,Shrirampur_lemon,2016-11-01,1769.0,4,1744.0
Pune-Manjri,flower,Pune-Manjri_flower,2014-09-01,1595.0,3,1770.830258029861
Pune-Manjri,flower,Pune-Manjri_flower,2014-10-01,1268.0,4,1244.133939435704
Pune-Manjri,flower,Pune-Manjri_flower,2014-11-01,1200.0,4,1177.4138228098145
Pune-Manjri,flower,Pune-Manjri_flower,2014-12-01,1397.0,4,1370.705925387759
Pune-Manjri,flower,Pune-Manjri_flower,2015-01-01,706.0,1,805.650089269104
Pune-Manjri,flower,Pune-Manjri_flower,2015-02-01,639.0,1,729.1932111090049
Pune-Manjri,flower,Pune-Manjri_flower,2015-03-01,680.0,1,775.9802559532446
Pune-Manjri,flower,Pune-Manjri_flower,2015-04-01,1119.0,2,989.7621065364547
Pune-Manjri,flower,Pune-Manjri_flower,2015-05-01,1130.0,2,999.4916714800659
Pune-Manjri,flower,Pune-Manjri_flower,2015-06-01,1600.0,2,1415.2094463434562
Pune-Manjri,flower,Pune-Manjri_flower,2015-07-01,843.0,3,935.9309765010488
Pune-Manjri,flower,Pune-Manjri_flower,2015-08-01,1025.0,3,1137.994366445522
Pune-Manjri,flower,Pune-Manjri_flower,2015-09-01,905.0,3,1004.7657576909243
Pune-Manjri,flower,Pune-Manjri_flower,2015-10-01,1246.0,4,1222.5480193508574
Pune-Manjri,flower,Pune-Manjri_flower,2015-11-01,1409.0,4,1382.480063615857
Pune-Manjri,flower,Pune-Manjri_flower,2015-12-01,1308.0,4,1283.3810668626977
Pune-Manjri,flower,Pune-Manjri_flower,2016-02-01,750.0,1,855.8605764190198
Pune-Manjri,flower,Pune-Manjri_flower,2016-03-01,750.0,1,855.8605764190198
Pune-Manjri,flower,Pune-Manjri_flower,2016-04-01,1608.0,2,1422.2854935751734
Pune-Manjri,flower,Pune-Manjri_flower,2016-05-01,1075.0,2,950.8438467620095
Pune-Manjri,flower,Pune-Manjri_flower,2016-06-01,1603.0,2,1417.8629640553502
Pune-Manjri,flower,Pune-Manjri_flower,2016-07-01,1361.0,3,1511.0344709583953
Pune-Manjri,flower,Pune-Manjri_flower,2016-08-01,1043.0,3,1157.9786577587115
Pune-Manjri,flower,Pune-Manjri_flower,2016-09-01,841.0,3,933.7104996884722
Pune-Manjri,flower,Pune-Manjri_flower,2016-10-01,935.0,4,917.4016036059804
Pune-Manjri,flower,Pune-Manjri_flower,2016-11-01,905.0,4,887.9662580357351
Satara,pavtta,Satara_pavtta,2014-09-01,3043.0,3,3915.203454375414
Satara,pavtta,Satara_pavtta,2014-10-01,2491.0,4,2280.0094768420527
Satara,pavtta,Satara_pavtta,2014-11-01,5417.0,4,4958.173960679807
Satara,pavtta,Satara_pavtta,2014-12-01,3071.0,4,2810.8828195029887
Satara,pavtta,Satara_pavtta,2015-01-01,2580.0,1,2530.7075586049264
Satara,pavtta,Satara_pavtta,2015-02-01,1880.0,1,1844.081476812892
Satara,pavtta,Satara_pavtta,2015-03-01,3619.0,1,3549.8568428648173
Satara,pavtta,Satara_pavtta,2015-04-01,3316.0,2,3071.747590884322
Satara,pavtta,Satara_pavtta,2015-05-01,3635.0,2,3367.2504502003953
Satara,pavtta,Satara_pavtta,2015-06-01,5773.0,2,5347.768046494328
Satara,pavtta,Satara_pavtta,2015-07-01,2400.0,3,3087.9028230368035
Satara,pavtta,Satara_pavtta,2015-08-01,1938.0,3,2493.481529602219
Satara,pavtta,Satara_pavtta,2015-09-01,1704.0,3,2192.4110043561304
Satara,pavtta,Satara_pavtta,2015-10-01,4063.0,4,3718.85929522652
Satara,pavtta,Satara_pavtta,2015-11-01,4506.0,4,4124.336693155476
Satara,pavtta,Satara_pavtta,2015-12-01,3563.0,4,3261.209861898127
Satara,pavtta,Satara_pavtta,2016-01-01,3652.0,1,3582.226358149299
Satara,pavtta,Satara_pavtta,2016-02-01,3078.0,1,3019.192971079831
Satara,pavtta,Satara_pavtta,2016-03-01,3897.0,1,3822.545486776511
Satara,pavtta,Satara_pavtta,2016-04-01,5688.0,2,5269.029040093494
Satara,pavtta,Satara_pavtta,2016-05-01,6424.25,2,5951.047786712487
Satara,pavtta,Satara_pavtta,2016-06-01,6424.25,2,5951.047786712487
Satara,pavtta,Satara_pavtta,2016-07-01,4119.0,3,5299.613220036914
Satara,pavtta,Satara_pavtta,2016-08-01,2210.0,3,2843.44384954639
Satara,pavtta,Satara_pavtta,2016-09-01,1375.0,3,1769.1109923648355
Satara,pavtta,Satara_pavtta,2016-10-01,3665.0,4,3354.570346297119
Satara,pavtta,Satara_pavtta,2016-11-01,3304.0,4,3024.1474554340193
Jalgaon Jamod,maize,Jalgaon Jamod_maize,2014-10-01,1000.0,4,1021.3482142857143
Jalgaon Jamod,maize,Jalgaon Jamod_maize,2014-11-01,1000.0,4,1021.3482142857143
Jalgaon Jamod,maize,Jalgaon Jamod_maize,2014-12-01,990.0,4,1011.3482142857143
Jalgaon Jamod,maize,Jalgaon Jamod_maize,2015-01-01,1025.0,1,1021.25
Jalgaon Jamod,maize,Jalgaon Jamod_maize,2015-02-01,1000.0,1,996.25
Jalgaon Jamod,maize,Jalgaon Jamod_maize,2015-03-01,1000.0,1,996.25
Jalgaon Jamod,maize,Jalgaon Jamod_maize,2015-04-01,1000.0,2,995.8333333333334
Jalgaon Jamod,maize,Jalgaon Jamod_maize,2015-05-01,1006.0,2,1001.8333333333334
Jalgaon Jamod,maize,Jalgaon Jamod_maize,2015-06-01,1000.0,2,995.8333333333334
Jalgaon Jamod,maize,Jalgaon Jamod_maize,2015-07-01,1000.0,3,957.890625
Jalgaon Jamod,maize,Jalgaon Jamod_maize,2015-08-01,1075.0,3,1032.890625
Jalgaon Jamod,maize,Jalgaon Jamod_maize,2015-09-01,1100.0,3,1057.890625
Jalgaon Jamod,maize,Jalgaon Jamod_maize,2015-10-01,1063.0,4,1084.3482142857142
Jalgaon Jamod,maize,Jalgaon Jamod_maize,2015-11-01,1193.0,4,1214.3482142857142
Jalgaon Jamod,maize,Jalgaon Jamod_maize,2015-12-01,1165.0,4,1186.3482142857142
Jalgaon Jamod,maize,Jalgaon Jamod_maize,2016-01-01,1125.0,1,1121.25
Jalgaon Jamod,maize,Jalgaon Jamod_maize,2016-02-01,1200.0,1,1196.25
Jalgaon Jamod,maize,Jalgaon Jamod_maize,2016-03-01,1200.0,1,1196.25
Jalgaon Jamod,maize,Jalgaon Jamod_maize,2016-04-01,1200.0,2,1195.8333333333333
Jalgaon Jamod,maize,Jalgaon Jamod_maize,2016-05-01,1200.0,2,1195.8333333333333
Jalgaon Jamod,maize,Jalgaon Jamod_maize,2016-06-01,1250.0,2,1245.8333333333333
Jalgaon Jamod,maize,Jalgaon Jamod_maize,2016-08-01,1486.875,3,1444.765625
Jalgaon Jamod,maize,Jalgaon Jamod_maize,2016-10-01,1100.0,4,1121.3482142857142
Jalgaon Jamod,maize,Jalgaon Jamod_maize,2016-11-01,1133.0,4,1154.3482142857142
Mangalwedha,gram,Mangalwedha_gram,2014-09-01,2519.0,3,2457.1666666666665
Mangalwedha,gram,Mangalwedha_gram,2014-10-01,2654.0,4,2567.53125
Mangalwedha,gram,Mangalwedha_gram,2014-11-01,3291.0,4,3204.53125
Mangalwedha,gram,Mangalwedha_gram,2014-12-01,3051.0,4,2964.53125
Mangalwedha,gram,Mangalwedha_gram,2015-01-01,3054.0,1,3022.5
Mangalwedha,gram,Mangalwedha_gram,2015-02-01,3169.0,1,3137.5
Mangalwedha,gram,Mangalwedha_gram,2015-03-01,3197.0,1,3165.5
Mangalwedha,gram,Mangalwedha_gram,2015-04-01,3466.0,2,3243.0
Mangalwedha,gram,Mangalwedha_gram,2015-05-01,3925.0,2,3702.0
Mangalwedha,gram,Mangalwedha_gram,2015-06-01,3786.0,2,3563.0
